iata,first_year,last_year,annual_mvts,peak_hour_mvts,annual_growth,peak_growth,absorption,peak_hour_share,state,note
MZV,2015,2019,2926,4.0,0.1695,0.3333,1.967,0.001367,not_assessed,"below the screen floor, peak too small to read a trend"
NAG,2015,2019,22776,10.4,0.7255,0.0444,0.061,0.000422,tightening,"growth going into the shoulder hours, not the peak"
NAH,2017,2019,730,1.0,0.0,-0.5,nan,0.00137,not_assessed,"below the screen floor, peak too small to read a trend"
NAL,2015,2019,1017,1.6,0.0452,0.6268,13.86,0.001847,not_assessed,"below the screen floor, peak too small to read a trend"
NAM,2019,2019,730,2.0,nan,nan,nan,0.00274,too_short,"one observed year, no trend to read"
NAN,2015,2019,23898,9.5,0.2629,0.114,0.434,0.000426,headroom,peak growing broadly in step with annual traffic
NAO,2015,2019,8819,5.9,0.8312,0.4449,0.535,0.000679,not_assessed,"below the screen floor, peak too small to read a trend"
NAP,2015,2019,74130,24.6,0.5385,0.2398,0.445,0.000337,headroom,peak growing broadly in step with annual traffic
NAS,2015,2019,76127,22.8,0.1828,0.2802,1.533,0.000428,headroom,peak growing broadly in step with annual traffic
NAT,2015,2019,15670,5.9,-0.1904,-0.2897,1.521,0.000451,not_assessed,"below the screen floor, peak too small to read a trend"
NAV,2015,2019,3062,3.2,0.0767,0.0151,0.197,0.001039,not_assessed,"below the screen floor, peak too small to read a trend"
NAW,2015,2019,1596,2.1,0.2809,0.0372,0.133,0.001361,not_assessed,"below the screen floor, peak too small to read a trend"
NAY,2015,2018,46079,10.2,0.0484,0.0255,0.527,0.000221,headroom,peak growing broadly in step with annual traffic
NBC,2015,2019,6165,3.5,0.6383,0.5071,0.794,0.000749,not_assessed,"below the screen floor, peak too small to read a trend"
NBO,2015,2018,91485,23.5,0.1081,-0.1277,-1.181,0.000239,tightening,"growth going into the shoulder hours, not the peak"
NBS,2015,2019,5932,6.5,0.3381,0.8326,2.462,0.001073,not_assessed,"below the screen floor, peak too small to read a trend"
NBX,2015,2019,5128,4.5,1.2238,1.3608,1.112,0.000881,not_assessed,"below the screen floor, peak too small to read a trend"
NCE,2015,2019,141950,48.6,0.0596,0.0714,1.197,0.000354,headroom,peak growing broadly in step with annual traffic
NCL,2015,2019,36458,12.9,-0.0331,0.2573,-7.761,0.000434,headroom,"traffic broadly flat, nothing to read into the peak"
NCU,2015,2019,1455,2.0,-0.2927,-0.0246,0.084,0.00131,not_assessed,"below the screen floor, peak too small to read a trend"
NDB,2015,2018,1872,2.0,0.0054,0.3333,nan,0.001407,not_assessed,"below the screen floor, peak too small to read a trend"
NDC,2018,2019,2158,3.0,0.3047,0.5,1.641,0.002032,not_assessed,"below the screen floor, peak too small to read a trend"
NDG,2015,2019,3584,3.0,0.0769,-0.1975,-2.567,0.000851,not_assessed,"below the screen floor, peak too small to read a trend"
NDJ,2015,2018,3568,2.0,-0.0078,-0.2248,nan,0.000768,not_assessed,"below the screen floor, peak too small to read a trend"
NDR,2015,2018,5280,4.8,0.1382,0.5349,3.871,0.00097,not_assessed,"below the screen floor, peak too small to read a trend"
NDY,2015,2019,1250,2.1,0.0064,0.0421,nan,0.001667,not_assessed,"below the screen floor, peak too small to read a trend"
NEI,2018,2019,1324,2.0,0.028,0.0,0.0,0.001596,not_assessed,"below the screen floor, peak too small to read a trend"
NER,2016,2019,2045,2.0,0.1672,-0.3333,-1.993,0.001778,not_assessed,"below the screen floor, peak too small to read a trend"
NEU,2017,2019,730,1.0,0.0673,0.0,0.0,0.00137,not_assessed,"below the screen floor, peak too small to read a trend"
NEV,2015,2019,2792,7.0,-0.3177,0.3768,-1.186,0.002048,not_assessed,"below the screen floor, peak too small to read a trend"
NGB,2015,2019,86616,20.1,0.65,0.2272,0.35,0.000234,tightening,"growth going into the shoulder hours, not the peak"
NGD,2015,2019,4206,4.0,0.7717,0.3333,0.432,0.00097,not_assessed,"below the screen floor, peak too small to read a trend"
NGL,2017,2018,863,1.8,0.555,0.03,0.054,0.00232,not_assessed,"below the screen floor, peak too small to read a trend"
NGO,2015,2019,109423,30.4,0.2078,0.0727,0.35,0.000274,tightening,"growth going into the shoulder hours, not the peak"
NGQ,2015,2019,1068,3.0,0.3588,0.5,1.394,0.003061,not_assessed,"below the screen floor, peak too small to read a trend"
NGS,2015,2019,32205,12.3,0.1249,0.676,5.412,0.000411,headroom,peak growing broadly in step with annual traffic
NHV,2015,2019,1861,2.0,0.0197,-0.3333,nan,0.00183,not_assessed,"below the screen floor, peak too small to read a trend"
NIM,2015,2018,4877,3.1,0.0565,0.1652,2.922,0.00065,not_assessed,"below the screen floor, peak too small to read a trend"
NJC,2015,2019,8293,6.2,0.458,0.5376,1.174,0.000793,not_assessed,"below the screen floor, peak too small to read a trend"
NJF,2015,2019,15831,6.5,0.2194,0.1715,0.782,0.000455,not_assessed,"below the screen floor, peak too small to read a trend"
NKC,2015,2018,4581,3.0,-0.0305,0.3268,-10.722,0.000776,not_assessed,"below the screen floor, peak too small to read a trend"
NKG,2015,2019,222949,42.8,0.5066,0.292,0.576,0.000201,headroom,peak growing broadly in step with annual traffic
NKM,2015,2019,17210,7.0,0.2516,0.0,0.0,0.000407,not_assessed,"below the screen floor, peak too small to read a trend"
NKT,2015,2019,2268,3.1,0.2154,0.5221,2.423,0.001389,not_assessed,"below the screen floor, peak too small to read a trend"
NLA,2015,2018,5736,4.0,-0.025,-0.2704,10.821,0.001047,not_assessed,"below the screen floor, peak too small to read a trend"
NLD,2015,2019,788,2.0,-0.4111,-0.0714,0.174,0.002651,not_assessed,"below the screen floor, peak too small to read a trend"
NLH,2018,2019,2480,3.5,0.441,-0.0536,-0.121,0.001452,not_assessed,"below the screen floor, peak too small to read a trend"
NLI,2019,2019,730,2.0,nan,nan,nan,0.002869,too_short,"one observed year, no trend to read"
NLT,2015,2019,2137,2.6,0.6656,0.3011,0.452,0.001318,not_assessed,"below the screen floor, peak too small to read a trend"
NMA,2016,2019,1711,2.0,0.7424,0.0,0.0,0.001206,not_assessed,"below the screen floor, peak too small to read a trend"
NME,2015,2019,2277,2.0,-0.5115,-0.5,0.978,0.001167,not_assessed,"below the screen floor, peak too small to read a trend"
NNG,2015,2019,113870,27.9,0.44,0.2137,0.486,0.000242,headroom,peak growing broadly in step with annual traffic
NNM,2015,2019,2212,2.0,-0.4874,-0.3813,0.782,0.001337,not_assessed,"below the screen floor, peak too small to read a trend"
NNT,2015,2019,3016,2.0,-0.3807,0.0211,-0.055,0.000789,not_assessed,"below the screen floor, peak too small to read a trend"
NNX,2015,2015,734,2.0,nan,nan,nan,0.002725,too_short,"one observed year, no trend to read"
NNY,2015,2019,12829,5.1,0.9379,0.3862,0.412,0.00047,not_assessed,"below the screen floor, peak too small to read a trend"
NOB,2015,2019,1756,4.0,0.092,0.3333,3.622,0.002278,not_assessed,"below the screen floor, peak too small to read a trend"
NOC,2015,2019,6302,5.0,0.2254,-0.2821,-1.252,0.000934,not_assessed,"below the screen floor, peak too small to read a trend"
NOJ,2015,2019,3421,3.9,0.3275,0.95,2.901,0.00101,not_assessed,"below the screen floor, peak too small to read a trend"
NOP,2015,2019,1046,2.0,0.4329,0.8083,1.867,0.002175,not_assessed,"below the screen floor, peak too small to read a trend"
NOS,2015,2018,2425,1.2,0.8003,-0.2484,-0.31,0.00149,not_assessed,"below the screen floor, peak too small to read a trend"
NOU,2015,2019,3945,4.2,0.0755,1.0106,13.383,0.000802,not_assessed,"below the screen floor, peak too small to read a trend"
NOV,2015,2018,732,2.0,-0.0174,-0.0053,nan,0.002758,not_assessed,"below the screen floor, peak too small to read a trend"
NOZ,2015,2019,1875,2.7,0.0959,-0.1467,-1.53,0.001507,not_assessed,"below the screen floor, peak too small to read a trend"
NPE,2015,2019,15310,7.1,0.3728,0.7779,2.086,0.000429,not_assessed,"below the screen floor, peak too small to read a trend"
NPL,2015,2019,9954,6.0,0.1095,0.4987,4.556,0.000582,not_assessed,"below the screen floor, peak too small to read a trend"
NQN,2015,2019,9185,6.0,0.2608,0.7775,2.981,0.000585,not_assessed,"below the screen floor, peak too small to read a trend"
NQY,2015,2019,7980,4.0,0.3327,0.3613,1.086,0.000921,not_assessed,"below the screen floor, peak too small to read a trend"
NRA,2015,2019,2524,2.0,0.0713,-0.0172,-0.241,0.000792,not_assessed,"below the screen floor, peak too small to read a trend"
NRE,2017,2019,728,2.0,0.1519,0.0,0.0,0.002747,not_assessed,"below the screen floor, peak too small to read a trend"
NRK,2018,2018,1052,2.0,nan,nan,nan,0.001881,too_short,"one observed year, no trend to read"
NRL,2015,2019,1919,2.0,0.0463,0.0152,0.327,0.001058,not_assessed,"below the screen floor, peak too small to read a trend"
NRN,2015,2019,7460,5.0,-0.3618,-0.2857,0.79,0.00067,not_assessed,"below the screen floor, peak too small to read a trend"
NRR,2016,2017,3084,3.0,-0.5875,-0.25,0.426,0.000973,not_assessed,"below the screen floor, peak too small to read a trend"
NRT,2015,2019,236924,66.1,0.1623,0.0544,0.335,0.000281,tightening,"growth going into the shoulder hours, not the peak"
NSH,2017,2019,1117,4.0,0.5386,2.1942,4.074,0.004079,not_assessed,"below the screen floor, peak too small to read a trend"
NSI,2015,2018,6747,4.0,0.3672,0.5888,1.604,0.000647,not_assessed,"below the screen floor, peak too small to read a trend"
NSK,2015,2019,4764,4.8,-0.0198,-0.02,nan,0.00101,not_assessed,"below the screen floor, peak too small to read a trend"
NSN,2015,2019,24581,10.9,0.2754,0.3541,1.286,0.000353,headroom,peak growing broadly in step with annual traffic
NST,2015,2019,8702,3.9,0.1584,-0.0167,-0.105,0.000459,not_assessed,"below the screen floor, peak too small to read a trend"
NTE,2015,2019,60370,20.2,0.3705,0.2582,0.697,0.000341,headroom,peak growing broadly in step with annual traffic
NTG,2015,2019,28652,10.0,1.6758,0.4194,0.25,0.000363,tightening,"growth going into the shoulder hours, not the peak"
NTL,2015,2019,14821,4.4,0.1446,-0.3637,-2.516,0.000472,not_assessed,"below the screen floor, peak too small to read a trend"
NTQ,2015,2019,1460,1.1,0.0,0.0788,nan,0.000822,not_assessed,"below the screen floor, peak too small to read a trend"
NUE,2015,2019,35724,11.0,-0.0068,-0.3258,nan,0.000328,headroom,"traffic broadly flat, nothing to read into the peak"
NUF,2018,2019,730,2.0,-0.4577,0.0,-0.0,0.002841,not_assessed,"below the screen floor, peak too small to read a trend"
NUI,2015,2019,2152,2.0,0.0426,-0.0153,-0.359,0.001353,not_assessed,"below the screen floor, peak too small to read a trend"
NUL,2015,2019,2674,2.3,0.5133,-0.2285,-0.445,0.001291,not_assessed,"below the screen floor, peak too small to read a trend"
NUP,2015,2016,2824,2.0,0.0028,0.0,nan,0.000708,not_assessed,"below the screen floor, peak too small to read a trend"
NUS,2015,2019,2409,3.8,0.4689,0.7045,1.503,0.001711,not_assessed,"below the screen floor, peak too small to read a trend"
NUX,2015,2019,8978,4.6,0.217,0.3383,1.559,0.000628,not_assessed,"below the screen floor, peak too small to read a trend"
NVA,2015,2019,5907,3.3,0.0051,0.0885,nan,0.000868,not_assessed,"below the screen floor, peak too small to read a trend"
NVI,2015,2015,814,1.0,nan,nan,nan,0.002269,too_short,"one observed year, no trend to read"
NVK,2015,2016,1895,2.1,0.0101,-0.1098,nan,0.001105,not_assessed,"below the screen floor, peak too small to read a trend"
NVT,2015,2019,15615,6.1,0.0216,0.0137,0.635,0.000467,not_assessed,"below the screen floor, peak too small to read a trend"
NWA,2015,2018,2394,1.9,-0.1263,0.155,-1.228,0.001661,not_assessed,"below the screen floor, peak too small to read a trend"
NWI,2015,2019,7739,6.0,-0.1313,0.5047,-3.843,0.000757,not_assessed,"below the screen floor, peak too small to read a trend"
NYK,2015,2018,9128,13.0,3.0569,5.5,1.799,0.001483,not_assessed,"below the screen floor, peak too small to read a trend"
NYM,2015,2019,2714,2.0,0.0548,-0.3268,-5.963,0.001213,not_assessed,"below the screen floor, peak too small to read a trend"
NYO,2015,2019,14108,7.0,0.2221,0.1674,0.754,0.000489,not_assessed,"below the screen floor, peak too small to read a trend"
NYT,2015,2019,4217,5.3,-0.1043,0.0914,-0.876,0.000921,not_assessed,"below the screen floor, peak too small to read a trend"
NYU,2015,2019,11333,17.2,0.1371,0.2727,1.99,0.001535,not_assessed,"below the screen floor, peak too small to read a trend"
NZH,2015,2019,4531,4.3,0.0824,-0.068,-0.825,0.001123,not_assessed,"below the screen floor, peak too small to read a trend"
NZL,2018,2019,1992,2.0,-0.0595,0.274,-4.605,0.001653,not_assessed,"below the screen floor, peak too small to read a trend"
OAG,2015,2019,3982,4.0,0.6606,0.9847,1.491,0.001,not_assessed,"below the screen floor, peak too small to read a trend"
OAJ,2015,2019,6882,4.1,-0.0095,-0.0773,nan,0.00057,not_assessed,"below the screen floor, peak too small to read a trend"
OAK,2015,2019,114023,28.6,0.1321,0.0596,0.451,0.000243,headroom,peak growing broadly in step with annual traffic
OAX,2015,2019,14495,6.0,0.8463,0.3049,0.36,0.000587,not_assessed,"below the screen floor, peak too small to read a trend"
OBO,2015,2019,5161,3.5,0.0068,0.1575,nan,0.000592,not_assessed,"below the screen floor, peak too small to read a trend"
OBU,2015,2019,1659,3.0,-0.0247,-0.0046,0.188,0.001815,not_assessed,"below the screen floor, peak too small to read a trend"
OCC,2015,2019,1890,1.1,-0.2953,-0.8147,2.759,0.001077,not_assessed,"below the screen floor, peak too small to read a trend"
ODS,2015,2019,13496,6.4,0.4694,0.6576,1.401,0.000517,not_assessed,"below the screen floor, peak too small to read a trend"
ODY,2015,2019,1379,3.0,1.1785,0.5832,0.495,0.00214,not_assessed,"below the screen floor, peak too small to read a trend"
OER,2018,2019,1970,2.1,-0.2275,0.0644,-0.283,0.001065,not_assessed,"below the screen floor, peak too small to read a trend"
OGG,2015,2019,80009,20.9,0.0244,-0.1202,-4.935,0.000375,tightening,"growth going into the shoulder hours, not the peak"
OGL,2015,2019,3646,2.0,1.642,-0.0141,-0.009,0.000716,not_assessed,"below the screen floor, peak too small to read a trend"
OGN,2015,2019,2829,2.1,0.0847,-0.0704,-0.831,0.000972,not_assessed,"below the screen floor, peak too small to read a trend"
OGS,2015,2019,1791,2.0,-0.1822,0.8367,-4.593,0.001873,not_assessed,"below the screen floor, peak too small to read a trend"
OGU,2016,2019,6607,5.0,0.215,0.5158,2.399,0.00076,not_assessed,"below the screen floor, peak too small to read a trend"
OGX,2015,2018,2163,1.0,0.2145,-0.6202,-2.892,0.001389,not_assessed,"below the screen floor, peak too small to read a trend"
OGZ,2015,2019,3829,3.0,0.401,0.0,0.0,0.000805,not_assessed,"below the screen floor, peak too small to read a trend"
OHD,2019,2019,1649,3.0,nan,nan,nan,0.001865,too_short,"one observed year, no trend to read"
OHE,2015,2019,1434,1.0,-0.2646,-0.6611,2.498,0.001094,not_assessed,"below the screen floor, peak too small to read a trend"
OHH,2015,2019,786,1.8,-0.4866,-0.2209,0.454,0.003623,not_assessed,"below the screen floor, peak too small to read a trend"
OHS,2018,2019,2154,2.2,-0.0297,0.1227,-4.127,0.001163,not_assessed,"below the screen floor, peak too small to read a trend"
OIR,2016,2019,730,2.0,0.0069,0.0,nan,0.00274,not_assessed,"below the screen floor, peak too small to read a trend"
OIT,2015,2019,19242,6.1,-0.0034,0.0269,nan,0.000353,not_assessed,"below the screen floor, peak too small to read a trend"
OKA,2015,2019,135006,39.3,0.1038,0.1566,1.508,0.000318,headroom,peak growing broadly in step with annual traffic
OKC,2015,2019,51933,14.8,0.1036,0.149,1.439,0.000297,headroom,peak growing broadly in step with annual traffic
OKD,2016,2019,8960,4.0,0.1442,-0.1626,-1.128,0.000563,not_assessed,"below the screen floor, peak too small to read a trend"
OKE,2015,2019,3500,3.0,0.0355,0.0141,0.396,0.000798,not_assessed,"below the screen floor, peak too small to read a trend"
OKI,2015,2019,1436,1.1,0.9834,0.0887,0.09,0.001856,not_assessed,"below the screen floor, peak too small to read a trend"
OKJ,2015,2019,11208,5.0,-0.0203,0.4417,-21.783,0.000458,not_assessed,"below the screen floor, peak too small to read a trend"
OKL,2015,2019,1690,2.0,-0.5099,-0.33,0.647,0.001189,not_assessed,"below the screen floor, peak too small to read a trend"
OLB,2015,2019,21087,13.5,0.2322,0.1211,0.522,0.000651,headroom,peak growing broadly in step with annual traffic
OLF,2015,2019,1460,1.0,0.0,0.0,nan,0.000685,not_assessed,"below the screen floor, peak too small to read a trend"
OLH,2015,2019,1354,2.0,-0.3691,-0.5,1.355,0.001477,not_assessed,"below the screen floor, peak too small to read a trend"
OLP,2015,2019,2087,4.0,0.0904,0.3333,3.688,0.001964,not_assessed,"below the screen floor, peak too small to read a trend"
OLX,2017,2018,15221,11.0,0.3476,0.1373,0.395,0.001017,not_assessed,"below the screen floor, peak too small to read a trend"
OMA,2015,2019,55439,17.6,0.169,0.2493,1.475,0.000315,headroom,peak growing broadly in step with annual traffic
OMC,2017,2017,624,2.1,nan,nan,nan,0.003438,too_short,"one observed year, no trend to read"
OMD,2016,2018,1446,2.0,4.1277,0.9024,0.219,0.001091,not_assessed,"below the screen floor, peak too small to read a trend"
OME,2015,2019,17458,7.9,0.0661,0.0087,0.131,0.000881,not_assessed,"below the screen floor, peak too small to read a trend"
OMH,2015,2018,4562,4.4,0.9487,1.1886,1.253,0.001014,not_assessed,"below the screen floor, peak too small to read a trend"
